ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ワッペン・アップリケ,71261,24.59%,29468
リボン,23497,8.11%,20322
手芸用テープ,21641,7.47%,13461
ファスナー,20533,7.09%,12772
ひも,20198,6.97%,11575
その他,18236,6.29%,9114
ボタン,16171,5.58%,14041
ミシン糸,14687,5.07%,8029
レース,12609,4.35%,13023
接着テープ・接着芯,11671,4.03%,4481
芯地,6654,2.30%,1622
持ち手・ハンドル,6180,2.13%,2376
ネームシール,5928,2.05%,1982
口金,5870,2.03%,2711
ゴム,5835,2.01%,3899
ホック,5699,1.97%,2729
面ファスナー,5423,1.87%,1597
型紙・パターン,4450,1.54%,3090
手縫い糸,4119,1.42%,3248
バックル,2596,0.90%,2385
ブレード,2378,0.82%,2151
チェーン,1400,0.48%,964
裏地,1147,0.40%,572
スパンコール,991,0.34%,1377
マラボー,315,0.11%,67
肩パット,302,0.10%,193
