ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,211278,30.64%,13695
ウコン,57680,8.37%,4962
マカ,47172,6.84%,4450
キノコ・マッシュルーム,41846,6.07%,2002
サラシア,39732,5.76%,1699
フコイダン,34108,4.95%,695
ブルーベリー,32954,4.78%,3555
スピルリナ,29891,4.34%,1217
高麗人参,23579,3.42%,1135
ノコギリヤシ,23075,3.35%,1689
イチョウ葉,22882,3.32%,2010
梅肉,21226,3.08%,1656
クロレラ,19852,2.88%,1109
田七人参,15990,2.32%,980
トンカットアリ,13748,1.99%,858
フォルスコリ,9741,1.41%,566
ニンニク,8242,1.20%,827
チアシード,6352,0.92%,641
アサイー,5804,0.84%,540
カプサイシン,4450,0.65%,298
プエラリア,3980,0.58%,447
セントジョーンズワート,2618,0.38%,579
マキベリー,2515,0.36%,275
ゴジベリー,2300,0.33%,261
エキナセア,1787,0.26%,338
ビーポーレン,1699,0.25%,199
黒豆,1387,0.20%,95
メシマコブ茸,1050,0.15%,23
じゃばら,972,0.14%,211
ガラナ,793,0.12%,103
カカオ,437,0.06%,73
カムカム,270,0.04%,35
バジルシード,64,0.01%,21
