ジャンル名,売上指数（千円）,シェア,商品ランク入り数
洗濯用洗剤・柔軟剤,1787772,69.03%,72272
キッチン用洗剤,224707,8.68%,23208
除菌剤,165042,6.37%,14276
マルチクリーナー,87203,3.37%,11550
その他,74094,2.86%,8309
カビ取り剤,69715,2.69%,7582
浴室・浴槽洗剤,65521,2.53%,11392
トイレ用洗剤,54487,2.10%,13119
排水口・パイプクリーナー,31392,1.21%,4470
キッチン用漂白剤,18175,0.70%,3408
床用・カーペット用洗剤,5904,0.23%,843
さび落とし・金属磨き剤,3025,0.12%,745
ガラス・サッシ用洗剤,1772,0.07%,392
家具・木製品用洗剤,1068,0.04%,163
