ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,162829,31.55%,13302
マカ,44621,8.65%,4469
サラシア,42657,8.26%,1614
キノコ・マッシュルーム,37610,7.29%,2174
ウコン,30232,5.86%,4488
スピルリナ,28908,5.60%,1239
ブルーベリー,26826,5.20%,3436
高麗人参,18781,3.64%,1011
ノコギリヤシ,18399,3.56%,1706
イチョウ葉,15411,2.99%,1745
クロレラ,14824,2.87%,1169
田七人参,11719,2.27%,776
梅肉,10531,2.04%,1308
フコイダン,7820,1.52%,271
ニンニク,7075,1.37%,761
チアシード,5308,1.03%,650
フォルスコリ,5037,0.98%,683
トンカットアリ,4627,0.90%,615
アサイー,3774,0.73%,497
プエラリア,3526,0.68%,528
黒豆,2634,0.51%,135
セントジョーンズワート,2066,0.40%,569
カプサイシン,1824,0.35%,302
マキベリー,1641,0.32%,253
ビーポーレン,1568,0.30%,158
ゴジベリー,1464,0.28%,172
ガラナ,1417,0.27%,96
エキナセア,1040,0.20%,295
カカオ,607,0.12%,68
じゃばら,569,0.11%,128
メシマコブ茸,515,0.10%,18
カムカム,252,0.05%,40
バジルシード,18,0.00%,9
