ジャンル名,売上指数（千円）,シェア,商品ランク入り数
豆類,93544,16.37%,16073
きのこ,81992,14.35%,6596
にんにく,73047,12.78%,6608
サツマイモ,72526,12.69%,6672
ジャガイモ,40504,7.09%,3444
その他野菜,36226,6.34%,6956
たまねぎ,35374,6.19%,3775
セット・詰め合わせ,26791,4.69%,2700
生姜,20493,3.59%,2031
にんじん,12991,2.27%,1449
カット野菜,12555,2.20%,1677
トマト,11893,2.08%,1842
かぼちゃ,8106,1.42%,1340
ねぎ,7072,1.24%,1260
その他,6947,1.22%,1797
里芋,6403,1.12%,953
とうもろこし,4893,0.86%,872
山菜,4033,0.71%,589
ごぼう,2607,0.46%,805
水煮野菜,2226,0.39%,402
ほうれん草,2166,0.38%,577
キャベツ,1959,0.34%,564
大根,1815,0.32%,644
キュウリ,1130,0.20%,256
らっきょう,1129,0.20%,165
ナス,1051,0.18%,405
アスパラガス,677,0.12%,155
白菜,640,0.11%,240
レタス,594,0.10%,221
ニラ,169,0.03%,80
