ジャンル名,売上指数（千円）,シェア,商品ランク入り数
非常食,143767,19.85%,13457
簡易トイレ,98723,13.63%,4316
火災警報器・ガス警報器,92966,12.83%,5296
防災セット・非常用持ちだし袋,72114,9.96%,2919
その他,64653,8.93%,5322
懐中電灯,32611,4.50%,5476
消火器,31933,4.41%,2169
家具転倒防止用品,29819,4.12%,5066
携帯用浄水器,25870,3.57%,764
保存水,22534,3.11%,1369
防災ラジオ,19130,2.64%,1111
メガホン・拡声器,17945,2.48%,1189
携帯トイレ,11739,1.62%,1612
簡易毛布・寝袋,7562,1.04%,1288
土嚢,7113,0.98%,522
給水用品,6974,0.96%,1303
避難はしご,6400,0.88%,459
防災ヘルメット,6327,0.87%,673
固形燃料,6238,0.86%,813
応急手当用品,6008,0.83%,945
笛・ホイッスル,4020,0.55%,1156
ガソリン缶,2637,0.36%,370
担架,2514,0.35%,102
発熱・加熱剤,2241,0.31%,537
防災頭巾,1093,0.15%,203
防災用ストーブ,932,0.13%,30
放射能測定器・ガイガーカウンター,482,0.07%,27
