ジャンル名,売上指数（千円）,シェア,商品ランク入り数
だし,273667,18.52%,27949
油,212202,14.36%,25856
しお,108719,7.36%,17417
砂糖・甘味料,99782,6.75%,14744
ソース・たれ,95562,6.47%,22338
スパイス,94248,6.38%,27383
しょうゆ,80083,5.42%,20524
みそ,62304,4.22%,17221
酢,55476,3.75%,9425
ふりかけ,50696,3.43%,12920
セット・詰め合わせ,48154,3.26%,3713
その他,44871,3.04%,9304
料理の素,35324,2.39%,11304
ドレッシング,30566,2.07%,9242
麹,23888,1.62%,3425
ミックススパイス・混合調味料,22833,1.55%,6799
めんつゆ,20183,1.37%,5389
中華調味料,19460,1.32%,6420
みりん,18622,1.26%,2892
ポン酢,16693,1.13%,4789
酒粕,9496,0.64%,1868
マヨネーズ,8464,0.57%,2500
アジアン・エスニック調味料,7451,0.50%,2206
韓国調味料,7143,0.48%,3256
ケチャップ,5697,0.39%,2042
料理酒,5356,0.36%,1162
ハーブ,5126,0.35%,3099
わさび,3947,0.27%,1528
ラーメンスープ,3474,0.24%,1254
ラード,3313,0.22%,222
からし・マスタード,3285,0.22%,1623
生わさび,1458,0.10%,321
