ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ダイエット器具,347211,40.47%,10563
ダイエットドリンク,269903,31.46%,15641
ダイエットフード,115630,13.48%,10302
ダイエット・シェイプアップウェア,78277,9.12%,8351
ダイエットスイーツ,31863,3.71%,7650
その他,15145,1.77%,1505
