ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,6537,21.44%,1380
絹ごし豆腐,5659,18.56%,808
セット・詰め合わせ,4697,15.41%,505
おから,3376,11.07%,695
油揚げ,3288,10.79%,690
ごま豆腐,3076,10.09%,645
湯葉,2666,8.75%,546
寄せ豆腐,614,2.02%,147
木綿豆腐,211,0.69%,157
豆腐よう,195,0.64%,132
がんもどき,63,0.21%,91
厚揚げ,63,0.21%,87
巾着,39,0.13%,77
