ジャンル名,売上指数（千円）,シェア,商品ランク入り数
明太子,67830,48.83%,5760
イクラ・筋子,51903,37.36%,2365
たらこ,8228,5.92%,981
数の子,4237,3.05%,647
キャビア,4171,3.00%,295
からすみ,1988,1.43%,367
その他,292,0.21%,94
数の子明太,270,0.19%,72
