ジャンル名,売上指数（千円）,シェア,商品ランク入り数
油,179476,14.96%,28168
だし,167694,13.98%,22032
しお,102199,8.52%,18504
ソース・たれ,94069,7.84%,10921
酢,84268,7.03%,12644
砂糖・甘味料,79774,6.65%,13260
スパイス,67885,5.66%,23620
しょうゆ,66451,5.54%,20436
その他,49345,4.11%,9188
ふりかけ,42054,3.51%,12473
みそ,37932,3.16%,14420
セット・詰め合わせ,32132,2.68%,3679
ドレッシング,32110,2.68%,10673
めんつゆ,22835,1.90%,7298
ミックススパイス・混合調味料,19896,1.66%,8634
料理の素,18784,1.57%,1978
ポン酢,16758,1.40%,4873
中華調味料,15781,1.32%,7231
みりん,12081,1.01%,2587
麹,10560,0.88%,2439
韓国調味料,6835,0.57%,3292
アジアン・エスニック調味料,6686,0.56%,890
マヨネーズ,6662,0.56%,2502
ハーブ,4908,0.41%,3057
ケチャップ,4306,0.36%,2003
わさび,3759,0.31%,1606
料理酒,3302,0.28%,130
からし・マスタード,3120,0.26%,1816
酒粕,2749,0.23%,0
ラーメンスープ,2535,0.21%,1194
生わさび,1427,0.12%,451
ラード,1039,0.09%,182
人工甘味料(1409削除),0,0.00%,1623
炊き込みご飯の素(1409削除),0,0.00%,2949
焼肉のたれ(1409削除),0,0.00%,3738
発酵調味料(1409削除),0,0.00%,919
鍋の素(1703削除),0,0.00%,2102
魚醤・ナンプラー(1409削除),0,0.00%,739
