ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,200456,31.00%,13915
マカ,51616,7.98%,4845
ウコン,46139,7.14%,4866
キノコ・マッシュルーム,41760,6.46%,2074
サラシア,39788,6.15%,1693
ブルーベリー,33612,5.20%,3696
スピルリナ,30814,4.77%,1291
高麗人参,27147,4.20%,1186
フコイダン,22780,3.52%,546
ノコギリヤシ,21999,3.40%,1713
クロレラ,19553,3.02%,1235
イチョウ葉,18413,2.85%,1911
田七人参,14534,2.25%,822
トンカットアリ,14229,2.20%,855
梅肉,12834,1.98%,1222
フォルスコリ,8810,1.36%,714
ニンニク,8357,1.29%,947
チアシード,7501,1.16%,626
アサイー,5579,0.86%,513
プエラリア,3955,0.61%,485
ゴジベリー,2680,0.41%,292
マキベリー,2679,0.41%,277
セントジョーンズワート,2649,0.41%,650
カプサイシン,1925,0.30%,297
エキナセア,1705,0.26%,315
ビーポーレン,1386,0.21%,153
黒豆,1187,0.18%,107
ガラナ,791,0.12%,88
じゃばら,640,0.10%,139
メシマコブ茸,459,0.07%,19
カムカム,318,0.05%,53
カカオ,233,0.04%,63
バジルシード,53,0.01%,17
