ジャンル名,売上指数（千円）,シェア,商品ランク入り数
カニ,237508,15.98%,7860
貝類,193764,13.04%,14288
加工品,146106,9.83%,19616
魚卵,124132,8.35%,10625
セット・詰め合わせ,99729,6.71%,8283
イカ,98144,6.60%,9092
エビ,87393,5.88%,5792
マグロ,85715,5.77%,4601
サバ,84352,5.67%,3877
サケ,69416,4.67%,7364
海藻類,45429,3.06%,9030
その他水産物,44491,2.99%,8061
フグ,39751,2.67%,2478
ウニ,22785,1.53%,1659
ブリ,20543,1.38%,842
タイ,15458,1.04%,1676
ホッケ,12424,0.84%,908
カツオ,11645,0.78%,1546
イワシ,10011,0.67%,2354
その他,9716,0.65%,1488
タコ,8631,0.58%,1561
タラ,5712,0.38%,1137
アジ,5642,0.38%,1156
サンマ,3794,0.26%,432
生ちりめん・生しらす,2753,0.19%,558
シシャモ,1342,0.09%,334
