ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,146768,86.51%,10478
グルコサミン,11429,6.74%,634
アスタキサンチン,5736,3.38%,294
キダチアロエエキス,1981,1.17%,311
きな粉配合,1967,1.16%,202
グルタチオン含有食品,1733,1.02%,113
アマランサス配合,31,0.02%,94
