ジャンル名,売上指数（千円）,シェア,商品ランク入り数
セミハード,30339,32.30%,2181
その他,14520,15.46%,2594
フレッシュ,12631,13.45%,2585
セット・詰め合わせ,10785,11.48%,1340
ハード,9835,10.47%,1421
プロセス,6507,6.93%,812
青カビ・ブルー,3089,3.29%,803
白カビ,3015,3.21%,822
ウォッシュ,1473,1.57%,459
スモークチーズ,966,1.03%,334
チーズフォンデュ,447,0.48%,134
シェーブル,326,0.35%,161
