ジャンル名,売上指数（千円）,シェア,商品ランク入り数
サポーター,164715,49.52%,20436
ストレッチ器具,85495,25.70%,1763
その他,34643,10.42%,2336
コルセット,18484,5.56%,1753
円座クッション,12938,3.89%,1040
ベルト,8009,2.41%,1085
足指ストレッチ,4939,1.48%,988
矯正用シューズ,1783,0.54%,280
視力回復トレーニング,1153,0.35%,150
リップトレーナー,448,0.13%,44
