ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ココナッツミルク,3226,38.10%,562
その他,2663,31.45%,1029
魚醤・ナンプラー,1964,23.20%,584
スイートチリソース,614,7.26%,302
