ジャンル名,売上指数（千円）,シェア,商品ランク入り数
小麦粉,70731,51.16%,10375
その他,33828,24.47%,6163
米粉,17063,12.34%,2251
そば粉,4682,3.39%,1225
片栗粉,3019,2.18%,786
お好み焼・たこ焼き粉,1989,1.44%,585
パン粉,1830,1.32%,632
天ぷら粉,1642,1.19%,503
セット・詰め合わせ,1272,0.92%,310
コーンスターチ,1248,0.90%,374
から揚げ粉,948,0.69%,339
