ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,46513,49.14%,5746
人工甘味料,20514,21.67%,1691
黒砂糖,8918,9.42%,2508
オリゴ糖,5966,6.30%,590
グラニュー糖,5095,5.38%,1013
上白糖,2700,2.85%,491
ざら糖,1371,1.45%,359
和三盆,929,0.98%,223
角砂糖,901,0.95%,389
氷砂糖,655,0.69%,224
ガムシロップ,571,0.60%,168
三温糖,513,0.54%,190
セット・詰め合わせ,12,0.01%,125
