ジャンル名,売上指数（千円）,シェア,商品ランク入り数
切れ子,37843,57.53%,2765
真子,14862,22.59%,1228
その他,11695,17.78%,1279
イカ明太,1031,1.57%,181
明太高菜,312,0.47%,108
クラゲ明太,32,0.05%,13
