ジャンル名,売上指数（千円）,シェア,商品ランク入り数
お茶・紅茶,1263319,26.44%,149735
コーヒー,1203658,25.19%,93289
水・炭酸水,803632,16.82%,27909
炭酸飲料,542998,11.37%,26729
野菜・果実飲料,413299,8.65%,27914
その他,98912,2.07%,9392
スポーツドリンク,81917,1.71%,8224
植物性ミルク,75520,1.58%,9408
乳酸菌飲料,75198,1.57%,7614
お酢飲料,70433,1.47%,8389
甘酒,47341,0.99%,6766
希釈用ドリンク,30370,0.64%,3245
ゼリー飲料,16972,0.36%,2838
牛乳,15579,0.33%,2420
ココア・チョコレートドリンク,15364,0.32%,3575
スムージー,10852,0.23%,972
フルーツ入り乳飲料,5867,0.12%,493
生姜湯,4039,0.08%,851
柚子茶,2154,0.05%,224
