ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,153675,26.04%,13065
ウコン,68290,11.57%,4716
マカ,42964,7.28%,4414
キノコ・マッシュルーム,39531,6.70%,1949
サラシア,36271,6.15%,1656
ブルーベリー,30735,5.21%,3373
フコイダン,27319,4.63%,610
スピルリナ,26342,4.46%,1199
高麗人参,23876,4.05%,1082
ノコギリヤシ,19253,3.26%,1584
クロレラ,18854,3.19%,1152
イチョウ葉,18127,3.07%,1777
田七人参,14638,2.48%,890
梅肉,13346,2.26%,1284
トンカットアリ,12099,2.05%,835
ニンニク,8364,1.42%,873
アサイー,6717,1.14%,587
チアシード,6250,1.06%,657
フォルスコリ,4422,0.75%,543
プエラリア,4019,0.68%,476
セントジョーンズワート,2480,0.42%,593
マキベリー,2331,0.39%,277
カプサイシン,2071,0.35%,270
ゴジベリー,1744,0.30%,205
黒豆,1606,0.27%,101
ビーポーレン,1292,0.22%,140
エキナセア,1123,0.19%,283
ガラナ,870,0.15%,98
じゃばら,615,0.10%,126
メシマコブ茸,413,0.07%,16
カムカム,270,0.05%,48
カカオ,208,0.04%,53
バジルシード,102,0.02%,28
