ジャンル名,売上指数（千円）,シェア,商品ランク入り数
山芋・自然薯,11599,28.35%,1316
その他,10688,26.12%,2240
菊芋,4013,9.81%,536
れんこん,2599,6.35%,709
ブロッコリー,2556,6.25%,636
銀杏,1767,4.32%,258
たけのこ,1152,2.81%,231
小松菜,1071,2.62%,313
カリフラワー,947,2.31%,150
明日葉,753,1.84%,107
オクラ,616,1.51%,214
かぶ,529,1.29%,118
セロリ,526,1.29%,105
ゴーヤー,524,1.28%,133
ピーマン,467,1.14%,220
ヤーコン,236,0.58%,41
大葉・しそ,236,0.58%,88
パセリ,132,0.32%,62
水菜,120,0.29%,28
行者にんにく,113,0.28%,45
エシャロット,100,0.24%,37
春菊,94,0.23%,48
パクチー・コリアンダー,43,0.10%,17
ルッコラ,39,0.10%,14
