ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ネックピロー・クッション,31314,28.08%,2572
携帯用スリッパ,31272,28.05%,2059
アイマスク,23517,21.09%,2375
耳栓,18914,16.96%,2848
フットレスト,4793,4.30%,578
その他,1688,1.51%,297
