ジャンル名,売上指数（千円）,シェア,商品ランク入り数
お茶・紅茶,1608802,23.21%,153817
コーヒー,1462106,21.09%,93398
水・炭酸水,1401668,20.22%,30000
炭酸飲料,912945,13.17%,29436
野菜・果実飲料,727594,10.50%,30000
スポーツドリンク,190101,2.74%,14927
植物性ミルク,119020,1.72%,13111
乳酸菌飲料,105737,1.53%,9337
お酢飲料,105150,1.52%,10432
その他,86088,1.24%,8359
甘酒,68061,0.98%,7354
希釈用ドリンク,40698,0.59%,5076
ゼリー飲料,33093,0.48%,4408
牛乳,31288,0.45%,2807
スムージー,15402,0.22%,1471
ココア・チョコレートドリンク,14188,0.20%,3038
フルーツ入り乳飲料,4367,0.06%,600
生姜湯,3983,0.06%,509
柚子茶,2088,0.03%,141
