ジャンル名,売上指数（千円）,シェア,商品ランク入り数
油,166165,14.77%,27214
だし,149481,13.29%,21905
しお,96551,8.58%,17648
酢,87389,7.77%,11210
砂糖・甘味料,73276,6.51%,12901
ソース・たれ,71448,6.35%,14206
しょうゆ,69313,6.16%,20504
スパイス,69299,6.16%,25188
みそ,41668,3.70%,14835
その他,39821,3.54%,8915
ふりかけ,36779,3.27%,11818
ドレッシング,35458,3.15%,10720
セット・詰め合わせ,33220,2.95%,3597
ミックススパイス・混合調味料,20700,1.84%,6738
めんつゆ,18783,1.67%,6401
料理の素,17653,1.57%,4795
中華調味料,16272,1.45%,7331
ポン酢,14055,1.25%,4601
麹,10708,0.95%,2507
みりん,10601,0.94%,2510
マヨネーズ,6528,0.58%,2454
アジアン・エスニック調味料,6453,0.57%,2382
韓国調味料,6430,0.57%,3270
ハーブ,4635,0.41%,2966
ケチャップ,4626,0.41%,2037
わさび,3521,0.31%,1476
料理酒,3484,0.31%,1092
からし・マスタード,3137,0.28%,1768
酒粕,2653,0.24%,886
ラーメンスープ,2318,0.21%,1084
ラード,1527,0.14%,175
生わさび,977,0.09%,0
人工甘味料(1409削除),0,0.00%,1454
鍋の素(1703削除),0,0.00%,2103
