ジャンル名,売上指数（千円）,シェア,商品ランク入り数
山芋・自然薯,10712,28.48%,1309
その他,9120,24.24%,2173
菊芋,4298,11.43%,497
ブロッコリー,3115,8.28%,621
れんこん,2256,6.00%,598
銀杏,1246,3.31%,188
たけのこ,1099,2.92%,248
カリフラワー,902,2.40%,151
かぶ,856,2.27%,194
明日葉,723,1.92%,76
ゴーヤー,680,1.81%,150
オクラ,534,1.42%,207
小松菜,452,1.20%,266
セロリ,389,1.03%,107
ピーマン,330,0.88%,195
ヤーコン,176,0.47%,41
エシャロット,169,0.45%,42
大葉・しそ,165,0.44%,98
行者にんにく,157,0.42%,47
パセリ,102,0.27%,72
春菊,54,0.14%,50
パクチー・コリアンダー,50,0.13%,24
水菜,31,0.08%,34
ルッコラ,4,0.01%,5
