ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,20319,47.71%,7286
革,9809,23.03%,2651
金具・パーツ,8762,20.57%,6069
染料,2888,6.78%,990
糸,812,1.91%,420
