ジャンル名,売上指数（千円）,シェア,商品ランク入り数
キッチンスポンジ,76830,57.06%,12868
柄付ブラシ・柄付たわし,18798,13.96%,4627
トイレブラシ,18455,13.71%,3980
浴室掃除用スポンジ,10804,8.02%,2778
たわし,5146,3.82%,2303
その他,3845,2.86%,1560
パイプブラシ,766,0.57%,363
