ジャンル名,売上指数（千円）,シェア,商品ランク入り数
サバ,283118,14.22%,3735
貝類,270244,13.57%,13569
カニ,251876,12.65%,8380
サケ,177103,8.89%,8026
加工品,150278,7.55%,19565
海藻類,134635,6.76%,9485
エビ,126208,6.34%,5683
魚卵,123195,6.19%,10237
イカ,90695,4.55%,9403
セット・詰め合わせ,86110,4.32%,7630
マグロ,85485,4.29%,4306
その他水産物,41850,2.10%,6300
フグ,34735,1.74%,2277
ウニ,25919,1.30%,1683
ブリ,17836,0.90%,870
アジ,15277,0.77%,1210
タイ,12437,0.62%,1636
カツオ,12138,0.61%,1460
イワシ,9919,0.50%,2414
タコ,9736,0.49%,1516
ホッケ,8644,0.43%,791
タラ,8047,0.40%,1103
その他,8000,0.40%,1378
サンマ,3106,0.16%,417
シシャモ,2630,0.13%,354
生ちりめん・生しらす,2073,0.10%,447
