ジャンル名,売上指数（千円）,シェア,商品ランク入り数
青汁,215435,36.03%,12601
その他,192744,32.23%,8338
栄養ドリンク剤,64576,10.80%,4692
機能性ゼリー,33156,5.54%,3489
サジージュース,30194,5.05%,924
高麗人参エキス配合ドリンク,16386,2.74%,1009
プラセンタ配合ドリンク,14062,2.35%,754
アロエジュース,13460,2.25%,464
ヒアルロン酸配合ドリンク,5203,0.87%,227
茶カテキン配合ドリンク,4224,0.71%,396
ローヤルゼリー配合ドリンク,2820,0.47%,257
コーヒー飲料,2503,0.42%,456
ブラックジンガー,1203,0.20%,217
ゲルマニウムウォーター,979,0.16%,101
黒豆ココア,681,0.11%,120
寒天ドリンク,209,0.03%,93
バナジウムウォーター,165,0.03%,99
