ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ダイエット紅茶,15383,40.13%,1606
その他,15257,39.80%,1558
ダイエット緑茶,5507,14.37%,672
ダイエットフルーツ茶,2186,5.70%,303
