ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,5642,36.21%,1328
定規,4930,31.63%,3203
図面ケース,1757,11.27%,342
トレーシングペーパー,954,6.12%,457
コンパス,707,4.53%,456
製図用テンプレート,637,4.09%,394
三角定規,403,2.59%,215
製図用ペン,369,2.37%,253
分度器,185,1.19%,183
