ジャンル名,売上指数（千円）,シェア,商品ランク入り数
豆類,74837,15.28%,14698
にんにく,65149,13.30%,5745
サツマイモ,37296,7.61%,4115
とうもろこし,36358,7.42%,2757
アスパラガス,35780,7.30%,2995
たまねぎ,34021,6.95%,3455
その他野菜,32214,6.58%,7602
セット・詰め合わせ,24099,4.92%,2692
トマト,23137,4.72%,3381
きのこ,17000,3.47%,3925
生姜,16433,3.35%,1816
ジャガイモ,15267,3.12%,2465
らっきょう,14078,2.87%,1395
にんじん,13303,2.72%,1462
山菜,12757,2.60%,1982
カット野菜,10845,2.21%,1480
その他,7500,1.53%,1805
ねぎ,4200,0.86%,1058
かぼちゃ,3252,0.66%,675
ごぼう,2368,0.48%,687
水煮野菜,1796,0.37%,323
ほうれん草,1708,0.35%,522
キャベツ,1688,0.34%,594
ナス,1294,0.26%,394
大根,903,0.18%,451
キュウリ,894,0.18%,273
里芋,647,0.13%,224
レタス,572,0.12%,298
白菜,313,0.06%,172
ニラ,136,0.03%,131
