ジャンル名,売上指数（千円）,シェア,商品ランク入り数
和風おせちセット,2305,89.03%,117
洋風おせちセット,255,9.83%,106
中華おせちセット,22,0.87%,166
その他,7,0.27%,94
和洋おせちセット,0,0.00%,93
和洋中おせちセット,0,0.00%,93
