ジャンル名,売上指数（千円）,シェア,商品ランク入り数
トロ,27978,33.75%,941
その他,21939,26.46%,1599
赤身,21121,25.48%,1523
大トロ,11671,14.08%,513
カマ,199,0.24%,50
