ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ボールペン,241791,20.48%,29703
ペンケース,197378,16.72%,29119
多機能ペン,139794,11.84%,12649
鉛筆,103386,8.76%,19547
万年筆,94522,8.01%,5600
鉛筆削り,89994,7.62%,6160
シャープペンシル,78657,6.66%,16303
色鉛筆,53041,4.49%,12514
マーカー・サインペン,52042,4.41%,17902
その他,45746,3.87%,10104
ボールペン替芯,33749,2.86%,15628
消しゴム・修正用品,24181,2.05%,16035
万年筆用インク,8723,0.74%,3760
筆ペン,6658,0.56%,2991
蛍光ペン,6056,0.51%,3680
シャープペンシル替芯,5025,0.43%,3250
