ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,2865,59.69%,196
リゾット,1380,28.76%,206
玄米雑炊,426,8.88%,134
玄米粥,96,2.00%,139
あずき玄米粥,10,0.20%,81
玄米リゾット,8,0.17%,82
鶏粥,8,0.18%,7
クリームリゾット,5,0.11%,2
