ジャンル名,売上指数（千円）,シェア,商品ランク入り数
油,280424,16.72%,26302
だし,252495,15.05%,25859
しお,131464,7.84%,19880
砂糖・甘味料,122752,7.32%,16228
酢,103932,6.20%,12462
しょうゆ,94191,5.62%,22217
スパイス,87097,5.19%,25887
ソース・たれ,76926,4.59%,22199
ふりかけ,65276,3.89%,14405
みそ,53848,3.21%,15118
その他,51235,3.05%,9055
セット・詰め合わせ,46146,2.75%,3419
麹,44940,2.68%,4188
めんつゆ,39501,2.35%,9036
ドレッシング,37894,2.26%,10928
料理の素,33994,2.03%,9037
みりん,22469,1.34%,3011
中華調味料,20529,1.22%,5852
ミックススパイス・混合調味料,19987,1.19%,6194
ポン酢,17297,1.03%,4783
アジアン・エスニック調味料,11672,0.70%,2898
マヨネーズ,9377,0.56%,2583
韓国調味料,8020,0.48%,3130
ケチャップ,7522,0.45%,1985
ハーブ,7387,0.44%,3386
料理酒,6423,0.38%,1094
酒粕,5308,0.32%,970
わさび,5118,0.31%,1653
からし・マスタード,4919,0.29%,1863
ラーメンスープ,4519,0.27%,1596
ラード,2437,0.15%,254
生わさび,2297,0.14%,443
