ジャンル名,売上指数（千円）,シェア,商品ランク入り数
イクラ・筋子,188842,42.67%,4991
明太子,113482,25.64%,6852
数の子,109046,24.64%,4290
たらこ,16652,3.76%,1489
キャビア,7786,1.76%,484
からすみ,5477,1.24%,618
その他,1095,0.25%,210
数の子明太,222,0.05%,48
