ジャンル名,売上指数（千円）,シェア,商品ランク入り数
牛肉,554481,48.61%,33567
加工品,215742,18.91%,25088
鶏肉,173154,15.18%,17484
豚肉,84758,7.43%,13285
馬肉,59597,5.22%,4025
羊肉,21763,1.91%,2744
精肉セット,9581,0.84%,623
その他肉類,7414,0.65%,907
鹿肉,5220,0.46%,1230
鴨肉,4934,0.43%,914
挽肉,1816,0.16%,407
猪肉,1088,0.10%,192
七面鳥,867,0.08%,131
ダチョウ肉,257,0.02%,33
