ジャンル名,売上指数（千円）,シェア,商品ランク入り数
非常食,134226,18.18%,12266
簡易トイレ,103383,14.01%,3736
火災警報器・ガス警報器,100784,13.65%,5373
その他,90393,12.25%,5277
防災セット・非常用持ちだし袋,88675,12.01%,2907
懐中電灯,34040,4.61%,5370
消火器,31917,4.32%,2143
家具転倒防止用品,24206,3.28%,4413
保存水,22145,3.00%,1266
防災ラジオ,17687,2.40%,1012
携帯用浄水器,15060,2.04%,645
メガホン・拡声器,14121,1.91%,980
携帯トイレ,8893,1.20%,1313
簡易毛布・寝袋,7986,1.08%,1289
避難はしご,6603,0.89%,434
給水用品,5790,0.78%,1054
土嚢,5650,0.77%,447
応急手当用品,4883,0.66%,842
固形燃料,4864,0.66%,708
防災ヘルメット,4609,0.62%,548
笛・ホイッスル,2774,0.38%,795
ガソリン缶,2574,0.35%,392
担架,2010,0.27%,95
発熱・加熱剤,1917,0.26%,438
防災用ストーブ,1516,0.21%,32
防災頭巾,1077,0.15%,213
放射能測定器・ガイガーカウンター,332,0.04%,18
