ジャンル名,売上指数（千円）,シェア,商品ランク入り数
筆記具,389692,26.57%,125365
手帳・ノート・紙製品,249549,17.01%,108467
画材,104899,7.15%,31794
ギフトラッピング用品,91881,6.26%,56210
ファイル・バインダー,84981,5.79%,28990
その他,70168,4.78%,17332
ラベル・ステッカー,69606,4.74%,35728
机上収納・整理用品,67765,4.62%,14959
写真整理用品,60882,4.15%,11413
プレゼンテーション用品,54516,3.72%,7824
はさみ・裁断用品,37453,2.55%,9668
セロハンテープ・のり・接着剤,35904,2.45%,14750
書道用具,34031,2.32%,9571
ブックカバー,20255,1.38%,6011
クリップ・結束用具,16062,1.09%,7806
製図用品,14939,1.02%,5974
紙幣計数機・コインカウンタ,11425,0.78%,395
名札,10651,0.73%,3844
マグネットシート,8854,0.60%,1328
ホッチキス・穴あきパンチ,8793,0.60%,3320
マグネット,7225,0.49%,3779
ブックマーク・しおり,3890,0.27%,1862
画鋲・ピン,3743,0.26%,1169
チェックライター・ナンバーリング,3120,0.21%,463
製本機,2433,0.17%,708
下敷き,1749,0.12%,1456
紙めくり・事務用スポンジ,1499,0.10%,1159
タスキ・腕章,793,0.05%,191
レタースケール,177,0.01%,40
