ジャンル名,売上指数（千円）,シェア,商品ランク入り数
はちみつ・ハニー,525814,86.97%,20972
ジャム・コンフィチュール,41370,6.84%,11006
メープルシロップ,13491,2.23%,1793
その他,6546,1.08%,1052
ピーナッツクリーム・ピーナッツバター,5564,0.92%,1343
ピューレ,3978,0.66%,547
コンポート,3086,0.51%,395
ミルククリーム,2899,0.48%,405
チョコレートクリーム,1815,0.30%,529
