ジャンル名,売上指数（千円）,シェア,商品ランク入り数
書道セット,18516,35.07%,2631
書道筆,10901,20.65%,3888
半紙,8809,16.68%,2505
墨・墨汁,5665,10.73%,1901
その他,5091,9.64%,1988
書道下敷,1287,2.44%,713
文鎮,853,1.62%,401
落款印,550,1.04%,252
すずり,480,0.91%,213
書道バッグ,438,0.83%,215
筆巻き,212,0.40%,285
