ジャンル名,売上指数（千円）,シェア,商品ランク入り数
豆類,95912,19.73%,16506
サツマイモ,81052,16.67%,6808
にんにく,69044,14.20%,6062
その他野菜,30812,6.34%,7769
セット・詰め合わせ,28228,5.81%,3024
たまねぎ,27148,5.58%,3017
生姜,24994,5.14%,2063
きのこ,22778,4.69%,4578
ジャガイモ,19205,3.95%,3339
トマト,15343,3.16%,2387
にんじん,14234,2.93%,1824
カット野菜,12315,2.53%,1580
その他,7855,1.62%,2072
ねぎ,6459,1.33%,1439
山菜,4708,0.97%,789
ごぼう,4214,0.87%,974
かぼちゃ,3260,0.67%,698
とうもろこし,3195,0.66%,946
キャベツ,2512,0.52%,715
アスパラガス,2397,0.49%,316
ほうれん草,2361,0.49%,692
里芋,1579,0.32%,466
水煮野菜,1530,0.31%,317
らっきょう,1506,0.31%,266
大根,1214,0.25%,586
レタス,627,0.13%,237
白菜,557,0.11%,272
ナス,477,0.10%,224
キュウリ,459,0.09%,171
ニラ,201,0.04%,145
