ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,178508,26.18%,13890
ウコン,69355,10.17%,4826
マカ,52159,7.65%,4677
キノコ・マッシュルーム,45234,6.63%,2149
サラシア,44912,6.59%,1783
ブルーベリー,37255,5.46%,3766
高麗人参,29358,4.31%,1255
フコイダン,28785,4.22%,613
スピルリナ,27306,4.00%,1175
ノコギリヤシ,24026,3.52%,1690
クロレラ,20177,2.96%,1197
イチョウ葉,19926,2.92%,1924
田七人参,17897,2.62%,966
トンカットアリ,16272,2.39%,879
梅肉,14283,2.09%,1258
ニンニク,9222,1.35%,903
チアシード,8022,1.18%,648
フォルスコリ,7325,1.07%,590
アサイー,6782,0.99%,664
プエラリア,4489,0.66%,467
カプサイシン,3781,0.55%,289
マキベリー,3202,0.47%,311
セントジョーンズワート,2830,0.42%,632
ゴジベリー,2592,0.38%,311
エキナセア,2187,0.32%,374
ビーポーレン,1587,0.23%,178
黒豆,1431,0.21%,105
じゃばら,778,0.11%,175
ガラナ,776,0.11%,89
メシマコブ茸,698,0.10%,13
カカオ,451,0.07%,81
カムカム,262,0.04%,57
バジルシード,49,0.01%,12
