ジャンル名,売上指数（千円）,シェア,商品ランク入り数
醤油イクラ,34775,75.05%,1760
筋子,9469,20.44%,738
塩イクラ,1513,3.27%,192
生イクラ,303,0.65%,108
その他,274,0.59%,142
