ジャンル名,売上指数（千円）,シェア,商品ランク入り数
セット・詰め合わせ,15226,30.90%,1161
かまぼこ,11090,22.51%,1931
さつまあげ,8787,17.84%,1571
笹かまぼこ,4303,8.73%,832
魚肉ソーセージ,4004,8.13%,709
その他,1796,3.65%,649
ちくわ,1567,3.18%,396
じゃこ天,1476,3.00%,202
はんぺん,470,0.95%,164
しんじょ,349,0.71%,75
伊達巻,157,0.32%,47
紅白かまぼこ,42,0.09%,15
