ジャンル名,売上指数（千円）,シェア,商品ランク入り数
絵具,47249,41.60%,10949
その他,16700,14.70%,4117
額縁,12410,10.93%,2104
画材用紙,11789,10.38%,5623
クレヨン,8269,7.28%,2613
キャンバス・パネル,7355,6.48%,1609
イーゼル,4281,3.77%,564
筆,3167,2.79%,1659
パレット・絵皿,693,0.61%,260
つけペン,687,0.60%,233
エアブラシ,597,0.53%,144
スケッチバッグ,394,0.35%,157
