ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,17611,43.11%,1438
チョコレートパン,14679,35.93%,277
クリームパン,5672,13.89%,990
あんパン,1920,4.70%,558
メロンパン,779,1.91%,310
ジャムパン,189,0.46%,120
