ジャンル名,売上指数（千円）,シェア,商品ランク入り数
突っ張り棒,11689,46.93%,1801
耐震用接着マット・ストッパー,7799,31.31%,1816
壁面固定器具,2987,11.99%,618
その他,2431,9.76%,657
