ジャンル名,売上指数（千円）,シェア,商品ランク入り数
筆記具,923765,38.75%,183980
手帳・ノート・紙製品,352588,14.79%,130514
ギフトラッピング用品,126321,5.30%,62031
ファイル・バインダー,121044,5.08%,35895
その他,109382,4.59%,24988
画材,108333,4.54%,29083
机上収納・整理用品,86103,3.61%,18245
ラベル・ステッカー,85552,3.59%,35137
写真整理用品,76038,3.19%,14052
書道用具,72505,3.04%,12075
プレゼンテーション用品,72085,3.02%,8844
セロハンテープ・のり・接着剤,46577,1.95%,18575
はさみ・裁断用品,43900,1.84%,12549
ブックカバー,33043,1.39%,6838
クリップ・結束用具,22693,0.95%,9079
製図用品,20887,0.88%,8327
ホッチキス・穴あきパンチ,16042,0.67%,5049
名札,13945,0.58%,4575
マグネット,9232,0.39%,4088
紙幣計数機・コインカウンタ,9126,0.38%,325
マグネットシート,8663,0.36%,1413
下敷き,6956,0.29%,3870
ブックマーク・しおり,5424,0.23%,1852
チェックライター・ナンバーリング,3318,0.14%,351
画鋲・ピン,3145,0.13%,1132
紙めくり・事務用スポンジ,2891,0.12%,1584
製本機,2736,0.11%,816
タスキ・腕章,883,0.04%,213
レタースケール,577,0.02%,118
