ジャンル名,売上指数（千円）,シェア,商品ランク入り数
豆類,99754,18.17%,16328
サツマイモ,80405,14.64%,6940
にんにく,76652,13.96%,6195
きのこ,39076,7.12%,5133
その他野菜,37620,6.85%,7393
たまねぎ,35052,6.38%,3399
生姜,30153,5.49%,2153
ジャガイモ,30076,5.48%,3131
セット・詰め合わせ,25038,4.56%,2783
カット野菜,13461,2.45%,1578
にんじん,13010,2.37%,1546
トマト,12752,2.32%,1876
その他,9106,1.66%,1851
ねぎ,8963,1.63%,1413
里芋,6332,1.15%,1042
大根,5043,0.92%,807
山菜,4859,0.88%,730
かぼちゃ,4554,0.83%,905
とうもろこし,3764,0.69%,894
ごぼう,3411,0.62%,874
ほうれん草,2376,0.43%,613
水煮野菜,1911,0.35%,349
キャベツ,1629,0.30%,537
らっきょう,834,0.15%,147
ナス,704,0.13%,309
白菜,644,0.12%,257
レタス,612,0.11%,252
キュウリ,596,0.11%,173
アスパラガス,469,0.09%,132
ニラ,198,0.04%,77
