ジャンル名,売上指数（千円）,シェア,商品ランク入り数
西京漬・漬魚,111956,40.97%,3601
干物・燻製・スモーク食品,71426,26.14%,9054
その他,64659,23.66%,5437
ちりめんじゃこ・しらす干し,16087,5.89%,1935
塩辛,5386,1.97%,1484
くさや,1366,0.50%,320
カニミソ,1207,0.44%,283
新巻,665,0.24%,153
あん肝,526,0.19%,171
