ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ビフィズス菌,93111,39.69%,4238
その他,81333,34.67%,4154
マルチプロバイオティック,17559,7.49%,981
KW乳酸菌,14115,6.02%,910
フェカリス菌,12040,5.13%,605
L-92乳酸菌,8223,3.51%,337
アシドフィルス菌,2791,1.19%,335
ラブレ菌,2726,1.16%,181
ケフィア,2691,1.15%,294
