ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ソーイングセット,23731,38.72%,2874
その他,13239,21.60%,4973
裁縫ばさみ,9285,15.15%,2124
裁縫針,3564,5.81%,3009
裁縫箱,2479,4.04%,284
印付け道具,2461,4.02%,2044
定規・メジャー,2314,3.78%,1442
糸きり,1242,2.03%,555
ピンクッション,773,1.26%,392
糸通し,688,1.12%,729
安全ピン,612,1.00%,486
目打ち,378,0.62%,303
指ぬき,289,0.47%,351
ループ返し,212,0.35%,103
糸ぬき,24,0.04%,19
