ジャンル名,売上指数（千円）,シェア,商品ランク入り数
仏壇,83165,38.58%,1941
その他,24782,11.50%,3614
位牌,20378,9.45%,1328
盆提灯,19460,9.03%,1553
具足・仏具セット,13165,6.11%,1084
りん,11899,5.52%,1286
骨壷,8811,4.09%,1189
仏像,6989,3.24%,406
掛軸,4619,2.14%,643
香炉,3477,1.61%,621
経机,3142,1.46%,311
仏花,2776,1.29%,540
線香立,2167,1.01%,803
花立,2153,1.00%,458
具足,1667,0.77%,223
木魚,1550,0.72%,50
香炉灰・香炉石,986,0.46%,498
骨袋,984,0.46%,328
経本,847,0.39%,423
仏具用お手入れ用品,843,0.39%,281
香道具,833,0.39%,222
香立て,363,0.17%,132
線香着火器,283,0.13%,145
水晶玉,233,0.11%,44
