ジャンル名,売上指数（千円）,シェア,商品ランク入り数
赤身,44176,59.02%,2189
セット・詰め合わせ,14241,19.03%,836
霜降り,6700,8.95%,291
その他,5191,6.94%,560
レバー,3543,4.73%,242
タテガミ,531,0.71%,115
ハツ,263,0.35%,50
モツ,133,0.18%,39
タン,75,0.10%,12
