ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,121737,77.86%,10210
グルコサミン,19331,12.36%,724
アスタキサンチン,8151,5.21%,398
キダチアロエエキス,3469,2.22%,324
きな粉配合,2527,1.62%,237
グルタチオン含有食品,1116,0.71%,60
センシク（生食）配合,16,0.01%,1
アマランサス配合,2,0.00%,1
