ジャンル名,売上指数（千円）,シェア,商品ランク入り数
機内リラックスグッズ,63451,47.99%,9174
旅行用小分け容器,19942,15.08%,2423
トラベルポーチ・パッキングオーガナイザー,19793,14.97%,3488
旅行用変圧器・変換プラグ,10617,8.03%,1406
その他,6840,5.17%,2427
セキュリティポーチ,6698,5.07%,1737
パスポートカバー,4618,3.49%,1081
シューズバッグ,267,0.20%,139
