ジャンル名,売上指数（千円）,シェア,商品ランク入り数
刺繍キット,20177,72.19%,4963
その他,4840,17.32%,2109
刺繍枠,1293,4.62%,511
刺繍図案,1135,4.06%,445
刺繍針,505,1.81%,435
