ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,163238,28.00%,13402
マカ,50537,8.67%,4431
ウコン,44450,7.62%,4695
キノコ・マッシュルーム,42539,7.30%,2021
サラシア,32381,5.55%,1600
ブルーベリー,30589,5.25%,3549
スピルリナ,26660,4.57%,1209
フコイダン,25286,4.34%,502
高麗人参,24267,4.16%,1110
ノコギリヤシ,20177,3.46%,1532
イチョウ葉,19441,3.33%,1890
クロレラ,17803,3.05%,1111
田七人参,12718,2.18%,748
トンカットアリ,11843,2.03%,852
梅肉,11419,1.96%,1138
フォルスコリ,10807,1.85%,648
チアシード,7188,1.23%,601
ニンニク,6578,1.13%,783
プエラリア,3997,0.69%,453
アサイー,3925,0.67%,452
じゃばら,2544,0.44%,410
マキベリー,2412,0.41%,267
ゴジベリー,2352,0.40%,270
セントジョーンズワート,2306,0.40%,636
カプサイシン,1673,0.29%,270
黒豆,1546,0.27%,98
ビーポーレン,1205,0.21%,156
エキナセア,1196,0.21%,296
ガラナ,972,0.17%,93
メシマコブ茸,628,0.11%,18
カムカム,182,0.03%,34
カカオ,133,0.02%,36
バジルシード,59,0.01%,18
