ジャンル名,売上指数（千円）,シェア,商品ランク入り数
オリーブオイル,85122,31.45%,8191
亜麻仁油,44813,16.56%,1843
こめ油,41542,15.35%,3056
ごま油,19782,7.31%,3009
ココナッツオイル,19398,7.17%,1966
その他,18364,6.78%,2633
なたね油・キャノーラ油,11798,4.36%,1483
えごま油,8048,2.97%,1158
サラダ油,6688,2.47%,526
セット・詰め合わせ,4985,1.84%,777
グレープシードオイル,4690,1.73%,243
大豆油,1786,0.66%,146
トリュフオイル,990,0.37%,152
ひまわり油,786,0.29%,146
アボカドオイル,597,0.22%,106
べに花油,476,0.18%,67
椿油,439,0.16%,61
ピーナッツオイル,168,0.06%,12
玄米油,153,0.06%,22
コーン油,24,0.01%,6
マスタードオイル,20,0.01%,7
